File,Original Sentence Count,Processed Sentence Count
Crash Course/US History/The Progressive Era Crash Course US History 27_expanded.txt,152,148
Crash Course/US History/America in World War I Crash Course US History 30_expanded.txt,134,137
Crash Course/US History/Age of Jackson Crash Course US History 14_expanded.txt,189,187
Crash Course/US History/The Black Legend Native Americans and Spaniards Crash Course US History 1_expanded.txt,129,123
Crash Course/US History/Growth Cities and Immigration Crash Course US History 25_expanded.txt,145,145
Crash Course/US History/Obamanation Crash Course US History 47_expanded.txt,175,173
Crash Course/US History/The Cold War in Asia Crash Course US History 38_expanded.txt,163,162
Crash Course/US History/The Seven Years War and the Great Awakening Crash Course US History 5_expanded.txt,131,131
Crash Course/US History/World War II Part 1 Crash Course US History 35_expanded.txt,159,141
Crash Course/Black American History/The Black Womens Club Movement Crash Course Black American History 23_expanded.txt,94,105
Crash Course/Black American History/Rap and Hip Hop Crash Course Black American History 47_expanded.txt,97,98
Crash Course/Black American History/Slavery in the American Colonies Crash Course Black American History 2_expanded.txt,94,92
Crash Course/Black American History/Plessy v Ferguson and Segregation Crash Course Black American History 21_expanded.txt,105,106
Crash Course/Black American History/Women and the Black Power Movement Crash Course Black American History 40_expanded.txt,99,101
Crash Course/Black American History/The Montgomery Bus Boycott Crash Course Black American History 35_expanded.txt,115,112
Crash Course/Black American History/Booker T Washington and WEB DuBois Crash Course Black American History 22_expanded.txt,98,276
Crash Course/Black American History/Jesse Jackson Crash Course Black American History 44_expanded.txt,91,97
Crash Course/Black American History/The Rise of Cotton Crash Course Black American History 13_expanded.txt,103,93
Crash Course/Black American History/Phillis Wheatley Crash Course Black American History 7_expanded.txt,112,112
Crash Course/Black American History/Reconstruction Crash Course Black American History 19_expanded.txt,121,123
Crash Course/Black American History/The Black Panther Party Crash Course Black American History 39_expanded.txt,111,113
Crash Course/Black American History/Maria Stewart Crash Course Black American History 14_expanded.txt,108,117
Crash Course/Black American History/The Dred Scott Decision Crash Course Black American History 16_expanded.txt,108,112
Crash Course/Black American History/The Fugitive Slave Act of 1793 Crash Course Black American History 10_expanded.txt,87,87
Crash Course/Black American History/Hurricane Katrina Crash Course Black American History 49_expanded.txt,118,118
Crash Course/Black American History/Barack Obama Crash Course Black American History 50_expanded.txt,112,116
Crash Course/Black American History/Black Americans in the Civil War Crash Course Black American History 18_expanded.txt,120,120
Crash Course/Black American History/The Great Migration Crash Course Black American History 24_expanded.txt,107,107
Crash Course/Black American History/Slave Codes Crash Course Black American History 4_expanded.txt,75,75
Crash Course/Black American History/The US Constitution 35 and the Slave Trade Clause Crash Course Black American History 9_expanded.txt,102,102
Crash Course/Black American History/Shirley Chisholm Crash Course Black American History 43_expanded.txt,109,109
Crash Course/Black American History/School Segregation and Brown v Board Crash Course Black American History 33_expanded.txt,117,115
Crash Course/Black American History/The War on Drugs Crash Course Black American History 42_expanded.txt,112,115
Crash Course/Black American History/The Louisiana Rebellion of 1811 Crash Course Black American History 12_expanded.txt,90,90
Crash Course/Black American History/Zora Neale Hurston Crash Course Black American History 30_expanded.txt,79,79
Crash Course/Black American History/The Underground Railroad Crash Course Black American History 15_expanded.txt,106,106
Crash Course/Black American History/The Great Depression Crash Course Black American History 28_expanded.txt,89,89
Crash Course/Black American History/World War II Black American History 31_expanded.txt,109,109
Crash Course/Black American History/The American Revolution Crash Course Black American History 8_expanded.txt,100,100
Crash Course/Black American History/Randolph Rustin & the Origins of the March on Washington Crash Course Black American History 32_expanded.txt,109,145
Crash Course/Black American History/Ida B Wells Crash Course Black American History 20_expanded.txt,105,181
Crash Course/Black American History/Elizabeth Key Crash Course Black American History 3_expanded.txt,69,69
Crash Course/Black American History/The Transatlantic Slave Trade Crash Course Black American History 1_expanded.txt,102,105
Crash Course/Black American History/The Tuskegee Experiment Crash Course Black American History 29_expanded.txt,110,110
Crash Course/Black American History/The Red Summer of 1919 Crash Course Black American History 25_expanded.txt,103,106
Crash Course/Black American History/Womens Experience Under Slavery Crash Course Black American History 11_expanded.txt,90,91
Crash Course/Black American History/Political Thought in the Harlem Renaissance Crash Course Black American History 27_expanded.txt,117,127
Crash Course/Black American History/Los Angeles Uprisings Crash Course Black American History 45_expanded.txt,110,110
Crash Course/Black American History/Arts and Letters of the Harlem Renaissance Crash Course Black American History 26_expanded.txt,104,107
Crash Course/Black American History/Crash Course Black American History Preview_expanded.txt,54,54
Crash Course/Black American History/Malcolm X and the Rise of Black Power Crash Course Black American History 38_expanded.txt,121,122
Crash Course/Black American History/Black Lives Matter Crash Course Black American History 51_expanded.txt,87,84
Crash Course/Black American History/Toni Morrison Crash Course Black American History 48_expanded.txt,111,111
Crash Course/Black American History/Martin Luther King Jr Crash Course Black American History 36_expanded.txt,126,294
Crash Course/Black American History/The Germantown Petition Against Slavery Crash Course Black American History 5_expanded.txt,99,99
Crash Course/Black American History/Anita Hill and Clarence Thomas Crash Course Black American History 46_expanded.txt,89,88
Crash Course/Black American History/Student Civil Rights Activism Crash Course Black American History 37_expanded.txt,118,118
Crash Course/Black American History/Emmett Till Crash Course Black American History 34_expanded.txt,96,104
Crash Course/Black American History/Frederick Douglass Crash Course Black American History 17_expanded.txt,100,100
Crash Course/Black American History/Marsha P Johnson and the Stonewall Rebellion Crash Course Black American History 41_expanded.txt,98,165
Crash Course/Black American History/The Stono Rebellion Crash Course Black American History 6_expanded.txt,103,103
Crash Course/US Government and Politics/Equal Protection Crash Course Government and Politics 29_expanded.txt,96,101
Crash Course/US Government and Politics/How a Bill Becomes a Law Crash Course Government and Politics 9_expanded.txt,108,108
Crash Course/US Government and Politics/Election Basics Crash Course Government and Politics 36_expanded.txt,120,115
Crash Course/US Government and Politics/Market Economy Crash Course Government and Politics 46_expanded.txt,123,123
Crash Course/US Government and Politics/How Presidents Govern Crash Course Government and Politics 14_expanded.txt,150,151
Crash Course/US Government and Politics/Shaping Public Opinion Crash Course Government and Politics 34_expanded.txt,84,84
Crash Course/US Government and Politics/Congressional Decisions Crash Course Government and Politics 10_expanded.txt,93,93
Crash Course/US Government and Politics/Structure of the Court System Crash Course Government and Politics 19_expanded.txt,158,157
Crash Course/US Government and Politics/Search and Seizure Crash Course Government and Politics 27_expanded.txt,101,101
Crash Course/US Government and Politics/Civil Rights & Liberties Crash Course Government & Politics 23_expanded.txt,121,121
Crash Course/US Government and Politics/Bureaucracy Basics Crash Course Government and Politics 15_expanded.txt,94,94
Crash Course/US Government and Politics/Gerrymandering Crash Course Government and Politics 37_expanded.txt,99,99
Crash Course/US Government and Politics/Discrimination Crash Course Government and Politics 31_expanded.txt,119,119
Crash Course/US Government and Politics/Freedom of Speech Crash Course Government and Politics 25_expanded.txt,102,102
Crash Course/US Government and Politics/Introduction Crash Course US Government and Politics_expanded.txt,131,131
Crash Course/US Government and Politics/Interest Groups Crash Course Government and Politics 42_expanded.txt,129,129
Crash Course/US Government and Politics/Due Process of Law Crash Course Government and Politics 28_expanded.txt,98,98
Crash Course/US Government and Politics/How Voters Decide Crash Course Government and Politics 38_expanded.txt,119,119
Crash Course/US Government and Politics/Congressional Elections Crash Course Government and Politics 6_expanded.txt,130,130
Crash Course/US Government and Politics/Presidential Powers 2 Crash Course Government and Politics 12_expanded.txt,117,117
Crash Course/US Government and Politics/Political Ideology Crash Course Government and Politics 35_expanded.txt,99,99
Crash Course/US Government and Politics/Media Regulation Crash Course Government and Politics 45_expanded.txt,125,125
Crash Course/US Government and Politics/Political Campaigns Crash Course Government and Politics 39_expanded.txt,132,132
Crash Course/US Government and Politics/Party Systems Crash Course Government and Politics 41_expanded.txt,137,132
Crash Course/US Government and Politics/Media Institution Crash Course Government and Politics 44_expanded.txt,108,108
Crash Course/US Government and Politics/Congressional Leadership Crash Course Government and Politics 8_expanded.txt,123,123
Crash Course/US Government and Politics/Public Opinion Crash Course Government and Politics 33_expanded.txt,133,133
Crash Course/US Government and Politics/Interest Group Formation Crash Course Government and Politics 43_expanded.txt,119,119
Crash Course/US Government and Politics/Affirmative Action Crash Course Government and Politics 32_expanded.txt,84,81
Crash Course/US Government and Politics/Types of Bureaucracies Crash Course Government and Politics 16_expanded.txt,82,81
Crash Course/US Government and Politics/Separation of Powers and Checks and Balances Crash Course Government and Politics 3_expanded.txt,140,140
Crash Course/US Government and Politics/Freedom of the Press Crash Course Government and Politics 26_expanded.txt,124,126
Crash Course/US Government and Politics/Legal System Basics Crash Course Government and Politics 18_expanded.txt,163,163
Crash Course/US Government and Politics/Congressional Committees Crash Course Government and Politics 7_expanded.txt,126,124
Crash Course/US Government and Politics/Judicial Review Crash Course Government and Politics 21_expanded.txt,154,154
Crash Course/US Government and Politics/Federalism Crash Course Government and Politics 4_expanded.txt,139,129
Crash Course/US Government and Politics/Constitutional Compromises Crash Course Government and Politics 5_expanded.txt,128,128
Crash Course/US Government and Politics/Freedom of Religion Crash Course Government and Politics 24_expanded.txt,99,101
Crash Course/US Government and Politics/Social Policy Crash Course Government and Politics 49_expanded.txt,111,111
Crash Course/US Government and Politics/Sex Discrimination Crash Course Government and Politics 30_expanded.txt,79,79
Crash Course/US Government and Politics/The Bicameral Congress Crash Course Government and Politics 2_expanded.txt,143,143
Crash Course/US Government and Politics/Controlling Bureaucracies Crash Course Government and Politics 17_expanded.txt,85,85
Crash Course/US Government and Politics/Government Regulation Crash Course Government and Politics 47_expanded.txt,122,122
Crash Course/US Government and Politics/Foreign Policy Crash Course Government and Politics 50_expanded.txt,115,111
Crash Course/US Government and Politics/Monetary and Fiscal Policy Crash Course Government and Politics 48_expanded.txt,125,125
Crash Course/US Government and Politics/Congressional Delegation Crash Course Government and Politics 13_expanded.txt,85,83
Crash Course/US Government and Politics/Presidential Power Crash Course Government and Politics 11_expanded.txt,110,108
Crash Course/US Government and Politics/Political Parties Crash Course Government and Politics 40_expanded.txt,136,136
Crash Course/US Government and Politics/Judicial Decisions Crash Course Government and Politics 22_expanded.txt,77,77
Crash Course/US Government and Politics/Supreme Court of the United States Procedures Crash Course Government and Politics 20_expanded.txt,122,118
PragerU/Otto's Tales/Ottos Tales Stars in the Sky  PragerU Kids_expanded.txt,104,104
PragerU/Otto's Tales/Ottos Tales Lets Visit a California Mission  PragerU Kids_expanded.txt,77,77
PragerU/Otto's Tales/Ottos Tales Today Is MLK Jr Day with Kory Yeshua  PragerU Kids_expanded.txt,147,172
PragerU/Otto's Tales/Ottos Tales How Honest Abe Got His Name  PragerU Kids_expanded.txt,71,71
PragerU/Otto's Tales/Ottos Tales The Boy Who Went to the Sky  PragerU Kids_expanded.txt,72,72
PragerU/Otto's Tales/Ottos Tales Let’s Visit Plymouth Rock  PragerU Kids_expanded.txt,258,257
PragerU/Otto's Tales/Ottos Tales The Emperors New Clothes  PragerU Kids_expanded.txt,86,86
PragerU/Otto's Tales/Ottos Tales Little George and the Cherry Tree  PragerU Kids_expanded.txt,57,58
PragerU/Otto's Tales/Ottos Tales Legend of the Corn Husk Doll  PragerU Kids_expanded.txt,92,92
PragerU/Otto's Tales/Ottos Tales Lets Meet a Teacher  PragerU Kids_expanded.txt,101,244
PragerU/Otto's Tales/Ottos Tales Today Is Columbus Day with Michael Knowles  PragerU Kids_expanded.txt,102,102
PragerU/Otto's Tales/Ottos Tales The Lion & the Mouse  PragerU Kids_expanded.txt,90,90
PragerU/Otto's Tales/Ottos Tales Truth Lies Fire and Water  PragerU Kids_expanded.txt,50,50
PragerU/Otto's Tales/Ottos Tales Lets Visit Arlington National Cemetery  PragerU Kids_expanded.txt,67,68
PragerU/Otto's Tales/Ottos Tales Daniel & the Lions  PragerU_expanded.txt,84,84
PragerU/Otto's Tales/Ottos Tales Harriet & the North Star  PragerU Kids_expanded.txt,13,13
PragerU/Otto's Tales/Ottos Tales The Honest Woodman  PragerU Kids_expanded.txt,87,87
PragerU/Otto's Tales/Ottos Tales The Princess & the Pea  PragerU Kids_expanded.txt,15,14
PragerU/Otto's Tales/Ottos Tales Today Is Fathers Day  PragerU_expanded.txt,127,127
PragerU/Otto's Tales/Ottos Tales Lets Visit the Liberty Bell  PragerU Kids_expanded.txt,238,238
PragerU/Otto's Tales/Ottos Tales Betsy & the Flag  PragerU Kids_expanded.txt,32,37
PragerU/Otto's Tales/Ottos Tales The Boy Who Cried Wolf  PragerU Kids_expanded.txt,93,93
PragerU/Otto's Tales/Ottos Tales Surfing Past Fear  PragerU Kids_expanded.txt,160,160
PragerU/Otto's Tales/Storytime Ottos Tales!  PragerU Kids_expanded.txt,9,9
PragerU/Otto's Tales/Ottos Tales Lets Meet a Police Officer  PragerU Kids_expanded.txt,96,95
PragerU/Otto's Tales/Ottos Tales Today Is Christmas  PragerU Kids_expanded.txt,135,135
PragerU/Otto's Tales/Ottos Tales Lets Meet an Engineer  PragerU Kids_expanded.txt,98,99
PragerU/Otto's Tales/Ottos Tales Legend of the Dipper  PragerU Kids_expanded.txt,16,16
PragerU/Otto's Tales/Ottos Tales The Elves & the Shoemaker  PragerU Kids_expanded.txt,23,23
PragerU/Otto's Tales/Ottos Tales King Alfred and the Cakes  PragerU Kids_expanded.txt,65,65
PragerU/Otto's Tales/Ottos Tales King Midas  PragerU Kids_expanded.txt,78,78
PragerU/Otto's Tales/Ottos Tales Today Is Veterans Day with Elisha Krauss  PragerU Kids_expanded.txt,149,148
PragerU/Otto's Tales/Ottos Tales The National Anthem & Pledge of Allegiance with Candace Owens  PragerU Kids_expanded.txt,91,91
PragerU/Otto's Tales/Ottos Tales Mr Rabbits Thanksgiving  PragerU Kids_expanded.txt,55,67
PragerU/Otto's Tales/Ottos Tales Marshall the Courthouse Mouse  PragerU Kids_expanded.txt,96,102
PragerU/Otto's Tales/Ottos Tales Lets Visit an Alaskan Glacier  PragerU Kids_expanded.txt,83,85
PragerU/Otto's Tales/Ottos Tales Remember the Ladies  PragerU Kids_expanded.txt,105,98
PragerU/Otto's Tales/Ottos Tales David & the Giant  PragerU Kids_expanded.txt,29,28
PragerU/Otto's Tales/Ottos Tales Paloma Wants to Be Lady Freedom  PragerU Kids_expanded.txt,144,144
PragerU/Otto's Tales/Ottos Tales The Inventors Hall of Fame  PragerU Kids_expanded.txt,61,64
PragerU/Otto's Tales/Ottos Tales Today Is September 11th with Jill Simonian  PragerU Kids_expanded.txt,110,110
PragerU/Otto's Tales/Ottos Tales The Mighty Maccabees  PragerU Kids_expanded.txt,69,69
PragerU/Otto's Tales/Ottos Tales The Tale of William Tell  PragerU Kids_expanded.txt,78,77
PragerU/Otto's Tales/Ottos Tales Summer Songfest  PragerU Kids_expanded.txt,70,70
PragerU/Otto's Tales/Ottos Tales Today Is Presidents Day  PragerU Kids_expanded.txt,131,131
PragerU/Otto's Tales/Ottos Tales The Little Red Hen  PragerU Kids_expanded.txt,78,78
PragerU/Otto's Tales/Ottos Tales Today is Mothers Day  PragerU Kids_expanded.txt,133,133
PragerU/Otto's Tales/Ottos Tales The American Trinity with Dennis Prager  PragerU Kids_expanded.txt,127,127
PragerU/Otto's Tales/Ottos Tales Noah and the Rainbow  PragerU Kids_expanded.txt,70,70
PragerU/Otto's Tales/Ottos Tales Lets Visit the White House and Washington Monument  PragerU Kids_expanded.txt,56,58
PragerU/Otto's Tales/Ottos Tales 10 Steps to Freedom  PragerU Kids_expanded.txt,76,76
PragerU/Otto's Tales/Ottos Tales Lets Visit Pearl Harbor National Memorial  PragerU Kids_expanded.txt,67,65
PragerU/Otto's Tales/Ottos Tales Lets Visit an American Farm  PragerU Kids_expanded.txt,299,322
PragerU/Otto's Tales/Ottos Tales The Legend of John Henry  PragerU Kids_expanded.txt,83,83
PragerU/Otto's Tales/Ottos Tales Chicken Little  PragerU Kids_expanded.txt,130,130
PragerU/Otto's Tales/Ottos Tales Lets Visit the Statue of Liberty  PragerU Kids_expanded.txt,297,303
PragerU/Otto's Tales/Ottos Tales Why Frog & Snake Never Play  PragerU Kids_expanded.txt,106,106
PragerU/Otto's Tales/Ottos Tales From Sea to Shining Sea   PragerU Kids_expanded.txt,107,108
PragerU/Otto's Tales/Ottos Tales Tall Paul Bunyan  PragerU Kids_expanded.txt,84,84
PragerU/Otto's Tales/Ottos Tales Lets Visit Mount Rushmore  PragerU Kids_expanded.txt,236,243
PragerU/Otto's Tales/Ottos Tales Today Is Flag Day!  PragerU Kids_expanded.txt,134,134
PragerU/Otto's Tales/Ottos Tales Lets Visit the Hoover Dam  PragerU Kids_expanded.txt,75,75
PragerU/Otto's Tales/Ottos Tales Lets Meet a Librarian  PragerU Kids_expanded.txt,102,129
PragerU/Otto's Tales/Ottos Tales The Crow & The Pitcher  PragerU Kids_expanded.txt,69,69
PragerU/Otto's Tales/Ottos Tales Dolley Saves President Washington  PragerU Kids_expanded.txt,118,118
PragerU/Otto's Tales/Ottos Tales A Wolf in Sheeps Clothing  PragerU Kids_expanded.txt,56,57
PragerU/Otto's Tales/Ottos Tales The Tortoise & The Hare  PragerU Kids_expanded.txt,61,61
PragerU/Otto's Tales/Ottos Tales The Little Engine That Could  PragerU Kids_expanded.txt,101,101
PragerU/Otto's Tales/Ottos Tales Today Is Thanksgiving  PragerU Kids_expanded.txt,152,152
PragerU/Otto's Tales/Ottos Tales The Kind Stranger  PragerU Kids_expanded.txt,77,77
PragerU/Guess or Mess/Theodore Roosevelt_expanded.txt,630,629
PragerU/Guess or Mess/James Buchanan_expanded.txt,496,496
PragerU/Guess or Mess/Guess or Mess Andrew Jackson_expanded.txt,286,286
PragerU/Guess or Mess/Herb Brooks_expanded.txt,381,381
PragerU/Guess or Mess/William McKinley_expanded.txt,390,388
PragerU/Guess or Mess/Herbert Hoover_expanded.txt,512,508
PragerU/Guess or Mess/Guess or Mess Condoleezza Rice_expanded.txt,380,380
PragerU/Guess or Mess/Guess or Mess Abigail Adams_expanded.txt,335,335
PragerU/Guess or Mess/Guess or Mess Sandra Day OConnor_expanded.txt,386,386
PragerU/Guess or Mess/James Madison_expanded.txt,458,458
PragerU/Guess or Mess/Guess or Mess Amy Coney Barrett_expanded.txt,397,387
PragerU/Guess or Mess/George Washington_expanded.txt,471,470
PragerU/Guess or Mess/Thomas Jefferson_expanded.txt,499,496
PragerU/Guess or Mess/Guess or Mess Margaret Thatcher_expanded.txt,299,299
PragerU/Guess or Mess/What is Guess or Mess_expanded.txt,9,9
PragerU/Guess or Mess/Guess or Mess Calvin Coolidge_expanded.txt,329,329
PragerU/Guess or Mess/John Adams_expanded.txt,464,466
PragerU/Guess or Mess/Guess or Mess Golda Meir_expanded.txt,359,359
PragerU/Guess or Mess/Andrew Mellon_expanded.txt,469,467
PragerU/Guess or Mess/John Quincy Adams_expanded.txt,414,414
PragerU/Guess or Mess/Guess or Mess James Polk_expanded.txt,337,335
PragerU/Guess or Mess/Linoy Ashram_expanded.txt,490,489
PragerU/Guess or Mess/Gerald Ford_expanded.txt,449,452
PragerU/Guess or Mess/Martin Van Buren_expanded.txt,456,458
PragerU/Guess or Mess/Ulysses S Grant_expanded.txt,385,386
PragerU/Guess or Mess/Kerri Strug_expanded.txt,487,475
PragerU/Guess or Mess/Guess or Mess Ayn Rand_expanded.txt,300,300
PragerU/Guess or Mess/James A Garfield_expanded.txt,505,528
PragerU/Guess or Mess/Guess or Mess JP Morgan_expanded.txt,364,363
PragerU/Guess or Mess/John Tyler_expanded.txt,560,558
PragerU/Guess or Mess/Benjamin Harrison_expanded.txt,395,395
PragerU/Guess or Mess/Guess or Mess James Monroe_expanded.txt,392,390
PragerU/Guess or Mess/Guess or Mess Harry Truman_expanded.txt,347,347
PragerU/Guess or Mess/Chester A Arthur_expanded.txt,585,591
PragerU/Guess or Mess/Guess or Mess Andrew Carnegie_expanded.txt,337,324
PragerU/Guess or Mess/Guess or Mess Cornelius Vanderbilt_expanded.txt,423,387
PragerU/Guess or Mess/William Henry Harrison_expanded.txt,494,494
PragerU/Guess or Mess/Guess or Mess George HW Bush_expanded.txt,534,575
PragerU/Guess or Mess/Rutherford B Hayes_expanded.txt,436,462
PragerU/Guess or Mess/Guess or Mess Charles M Schwab_expanded.txt,402,402
PragerU/Guess or Mess/George P Mitchell_expanded.txt,429,462
PragerU/Guess or Mess/Guess or Mess John D Rockefeller_expanded.txt,493,554
PragerU/Guess or Mess/Andrew Johnson_expanded.txt,365,365
PragerU/Guess or Mess/Guess or Mess Grover Cleveland_expanded.txt,344,342
PragerU/Guess or Mess/Millard Fillmore_expanded.txt,477,474
PragerU/Guess or Mess/Zachary Taylor_expanded.txt,562,559
PragerU/TBH History/TBH History American Revolution Part 1_expanded.txt,132,132
PragerU/TBH History/TBH History American Revolution Part 2_expanded.txt,149,149
PragerU/Craftory/American Aviation Flyers_expanded.txt,158,160
PragerU/Craftory/Craftory Statue of Liberty Hat_expanded.txt,88,88
PragerU/Craftory/Craftory Crocketts Raccoon Hat_expanded.txt,95,95
PragerU/Craftory/Craftory West Point Army Hat_expanded.txt,113,113
PragerU/Craftory/Craftory Delaware River Snow Globe_expanded.txt,120,120
PragerU/Craftory/Craftory I Have a Dream No-Sew Pillow_expanded.txt,101,107
PragerU/Craftory/Craftory Liberty Bell Wind Chime_expanded.txt,75,75
PragerU/Craftory/Craftory Flying American Eagle_expanded.txt,79,79
PragerU/Craftory/Craftory Mount Rushmore Paperweight_expanded.txt,84,85
PragerU/Craftory/Craftory 4th of July Declaration Ceremony_expanded.txt,124,124
PragerU/Craftory/Wild West Cardboard Hat_expanded.txt,204,204
PragerU/Craftory/Craftory Alexander Hamilton Piggy Bank  PragerU Kids_expanded.txt,143,143
PragerU/Craftory/Roosevelts Teddy Bear_expanded.txt,86,86
PragerU/Craftory/Mississippi River Flatboat_expanded.txt,134,134
PragerU/Craftory/Craftory God Bless America Ornament_expanded.txt,70,71
PragerU/Craftory/Craftory Harvey House Fancy Napkins  PragerU Kids_expanded.txt,140,139
PragerU/Craftory/Craftory American Flag Cork Board_expanded.txt,99,98
PragerU/Craftory/George Washington Carver Peanut Puppet_expanded.txt,113,113
PragerU/Street Smarts/Street Smarts The House of Representatives_expanded.txt,287,286
PragerU/Street Smarts/Street Smarts The Cabinet of the US_expanded.txt,352,347
PragerU/Street Smarts/Street Smarts The Office of President_expanded.txt,271,271
PragerU/Street Smarts/Street Smarts The Constitution_expanded.txt,435,428
PragerU/Street Smarts/Street Smarts The Bill of Rights_expanded.txt,333,333
PragerU/Street Smarts/Street Smarts American Holidays  PragerU Kids_expanded.txt,291,291
PragerU/Street Smarts/Street Smarts Office of State Governor_expanded.txt,275,275
PragerU/Street Smarts/Street Smarts The Office of Vice President_expanded.txt,377,377
PragerU/Street Smarts/Street Smarts The Judicial Branch_expanded.txt,388,387
PragerU/Street Smarts/Street Smarts Political Parties_expanded.txt,255,255
PragerU/Street Smarts/Street Smarts The Executive Branch_expanded.txt,274,274
PragerU/Street Smarts/Street Smarts The Redemption Special_expanded.txt,322,316
PragerU/Street Smarts/Street Smarts Marathon Special_expanded.txt,1686,1687
PragerU/Street Smarts/Street Smarts Elections in the US_expanded.txt,321,319
PragerU/Street Smarts/Trailer — Street Smarts A Game Show on American Civics_expanded.txt,13,13
PragerU/Street Smarts/Street Smarts Lawmaking in the US  PragerU Kids_expanded.txt,283,284
PragerU/Street Smarts/Street Smarts Local Government - Cities and Towns_expanded.txt,416,411
PragerU/Street Smarts/Street Smarts The Office of Sheriff_expanded.txt,315,314
PragerU/Street Smarts/Street Smarts The Championship Special_expanded.txt,310,304
PragerU/Street Smarts/Street Smarts The Electoral College_expanded.txt,311,309
PragerU/Street Smarts/Street Smarts Citizenship in the US_expanded.txt,381,381
PragerU/Street Smarts/Street Smarts The Supreme Court  PragerU Kids_expanded.txt,296,295
PragerU/Street Smarts/Street Smarts The Legislative Branch_expanded.txt,395,395
PragerU/Street Smarts/Street Smarts American Monuments  PragerU Kids_expanded.txt,334,333
PragerU/Street Smarts/Street Smarts The Office of Mayor_expanded.txt,277,277
PragerU/Street Smarts/Street Smarts Voting in the US_expanded.txt,284,306
PragerU/Street Smarts/Street Smarts Laws in the United States  PragerU Kids_expanded.txt,268,268
PragerU/Street Smarts/Street Smarts Federalism_expanded.txt,408,407
PragerU/Street Smarts/Street Smarts Impeachment  PragerU Kids_expanded.txt,254,254
PragerU/Street Smarts/Street Smarts The Declaration of Independence_expanded.txt,408,405
PragerU/Street Smarts/Street Smarts The US Senate_expanded.txt,288,288
PragerU/Street Smarts/Street Smarts The States_expanded.txt,311,311
PragerU/Leo & Layla's History Adventures/Amerigo Vespucci The Explorer Who Gave America Its Name_expanded.txt,157,157
PragerU/Leo & Layla's History Adventures/Mary Ludwig Hays Woman Warrior of the American Revolution_expanded.txt,193,192
PragerU/Leo & Layla's History Adventures/Neil Armstrong The First Man to Walk on the Moon_expanded.txt,163,164
PragerU/Leo & Layla's History Adventures/Christopher Columbus Explorer of the New World_expanded.txt,207,207
PragerU/Leo & Layla's History Adventures/Robert Wright & Kenneth Moore World War II’s Medics of Mercy_expanded.txt,172,309
PragerU/Leo & Layla's History Adventures/Sadao Munemori Patriotism in the Midst of Persecution_expanded.txt,142,143
PragerU/Leo & Layla's History Adventures/Martin Luther King Jr The Peaceful Civil Rights Leader_expanded.txt,189,188
PragerU/Leo & Layla's History Adventures/Booker T Washington From Slavery to Self-Sufficiency_expanded.txt,166,240
PragerU/Leo & Layla's History Adventures/Officer Tatum Protecting & Serving Our Community_expanded.txt,183,183
PragerU/Leo & Layla's History Adventures/Benjamin Franklin America’s First Great Inventor and Thinker_expanded.txt,194,197
PragerU/Leo & Layla's History Adventures/George Marshall The General Who Rebuilt Post-War Europe_expanded.txt,174,176
PragerU/Leo & Layla's History Adventures/Ronald Reagan The President Who Won the Cold War_expanded.txt,157,157
PragerU/Leo & Layla's History Adventures/Elizabeth Blackwell America’s First Female Doctor_expanded.txt,130,130
PragerU/Leo & Layla's History Adventures/The Wright Brothers First in Flight_expanded.txt,160,160
PragerU/Leo & Layla's History Adventures/Susan B Anthony Crusader for Womens Right to Vote_expanded.txt,144,146
PragerU/Leo & Layla's History Adventures/Madison & Montesquieu The Men Who Gave Us Checks and Balances_expanded.txt,301,303
PragerU/Leo & Layla's History Adventures/Desi Arnaz The Immigrant Who Became a Star_expanded.txt,193,192
PragerU/Leo & Layla's History Adventures/Lewis & Clark Explorers of the American Frontier_expanded.txt,154,154
PragerU/Leo & Layla's History Adventures/John Adams & Thomas Jefferson The Founding Fathers’ Friendship and Friction_expanded.txt,175,174
PragerU/Leo & Layla's History Adventures/Justice John Marshall The Great Chief Justice_expanded.txt,129,129
PragerU/Leo & Layla's History Adventures/Ulysses S Grant The Victorious General of the Civil War_expanded.txt,205,314
PragerU/Leo & Layla's History Adventures/Ida B Wells The Journalist Who Fought for Justice_expanded.txt,88,109
PragerU/Leo & Layla's History Adventures/Thomas Edison The Innovator of the Light Bulb_expanded.txt,175,176
PragerU/Leo & Layla's History Adventures/Paul Revere The Revolutionary Legend_expanded.txt,100,99
PragerU/Leo & Layla's History Adventures/Levi Strauss The Innovative Inventor of Blue Jeans_expanded.txt,180,180
PragerU/Leo & Layla's History Adventures/Teddy Roosevelt The Cowboy Who Became President_expanded.txt,173,175
PragerU/Leo & Layla's History Adventures/Francis Scott Key The Poet Behind the Star-Spangled Banner_expanded.txt,186,186
PragerU/Leo & Layla's History Adventures/Clara Barton Founder of the American Red Cross_expanded.txt,165,168
PragerU/Leo & Layla's History Adventures/Alexander Hamilton America’s First Secretary of Treasury_expanded.txt,191,192
PragerU/Leo & Layla's History Adventures/Frederick Douglass The Outspoken Abolitionist_expanded.txt,132,131
PragerU/Leo & Layla's History Adventures/Abraham Lincoln The President Who Saved the Union_expanded.txt,257,260
PragerU/Leo & Layla's History Adventures/Benjamin Banneker Surveying The Future of America_expanded.txt,165,168
PragerU/Leo & Layla's History Adventures/Tom Sawyer & Huckleberry Finn Mark Twain’s Classic Literature_expanded.txt,185,190
